,name,price,type,종류,소재,치수,제조사,제조국,취급시 주의사항,품질보증기준,A/S 책임자,색상,크기,제품 소재,세탁방법/취급시 주의사항,제조연월,비비안웨스트우드 / 지인터내셔날㈜,이탈리아,"수분, 직사광선, 이염, 변색, 화기 등 주의(고객센터문의)",관련 법 및 소비자 분쟁해결 규정에 따름,관련법 및 소비자 분쟁 해결기준에 따름
170,Maiko Medium Shopping Bag,"669,000원",luxury,크로스백,소가죽100%,,A.P.C/㈜아이디룩,스페인,드라이클리닝,1. 공정거래위원회 고시 내 소비자 분쟁해결기준에 의거 보상합니다.  2. 구입 후 7일이내 제품에 손상이 없을 경우 교환 또는 환불 받으실 수 있습니다.  (고객변심에 의한 경우에는 왕복택배비를 부담)   3. 수령상품이 불량일 경우 자체 검품 확인후 교환 또는 환불이 가능합니다.,(주)아이디룩 고객센터 1833-2250,89(BROWN),25 x 33 x 10.5 cm.,,,,,,,,
171,버버리 40003281 토날 경량 체크 울 캐시미어 머플러,"399,000원",luxury,머플러,울 캐시미어,SIZE - 200cmx45cm,버버리/(주)트랜드메카-병행수입,브랜드국-영국(UNITED KINGDOM)(원산지:스코틀랜드),"화장품,향수,마찰등으로 변색,탈색,이염등 상품이 손상 될수 있으니 주의하세요. / 충격과 비틀림에 의한 파손에 주의하세요. / 피부가 민감하여 알러지 반응이 있을시 착용을 중지하세요. / 천연가죽 특성상 작은상처나 가죽결 및 약간의 색조차이가 발생할 수 있으므로, 이점은 결함으로 볼 수 없습니다. / 취급시 수분(물, 땀, 향수 등), 기름, 습기(여름철 습도 등), 온도와 직사광선을 피하여 보관, 사용하시기 바랍니다.",구입일로부터 1년. 관련법 및 소비자 분쟁해결 기준에 따름,(주)트랜드메카 고객센터/1599-3735,,,,,,,,,,
172,Andre Cardholder,"159,000원",luxury,지갑,소가죽100%,,A.P.C./㈜아이디룩,스페인,부드러운 천에 무색의 왁스를 소량 묻혀 닦아 보관,A/S 책임자,,98(BLACK),크기: 10 x 7cm.,,,,,,,,
173,가죽 키 체인 지갑,"656,000원",luxury,상세페이지 참조,상세페이지 참조,,상세페이지 참조,상세페이지 참조,상세페이지 참조,상세페이지 참조,상세페이지 참조,상세페이지 참조,상세페이지 참조,,,,,,,,
174,몽블랑 M_Gram 4810 8cc 지갑 128638,"550,000원",luxury,지갑,가죽,110 x 10 x 95 mm,몽블랑,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
175,마크제이콥스 Mini Compact Wallet GlamShot_Pebble_MBACM22,"269,500원",luxury,지갑,겉감: 양가죽 100%,,제조사 : 코오롱인더스트리(주)FnC부문 수입사 : 코오롱인더스트리(주)FnC부문,베트남,"착용 및 보관시 습기나 물에 노출되지 않는 것이 좋으며, 물에 닿았을 경우 마른 수건으로 닦아주고 서늘한 곳에서 말려주는 것이 좋다.",품질보증기간은 구입일로부터 1년입니다.,02-336-9256,PEBBLE,4in L x 1in D x 4in H  11cm L x 3cm D x 9cm H,,,,,,,,
176,[T 라인] 남성 그레인 레더 리버서블 T 벨트 40MM,"1,090,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
177,TRUNK 클러치 백,"1,260,000원",luxury,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
178,버버리 빈티지 체크 레더 반지갑 8057954,"380,000원",luxury,지갑,POLYURETHANE+COTTON(폴리우레탄+면),가로 11cm x 세로 9cm,BURBERRY /병행수입(라프리마),ITALY,모든 소재의 제품은 마찰시 이염이 될수 있습니다. 미사용시 평상온도의 습하지 않은 실내에서 더스트백에 보관하시기를 권장합니다. 세탁 및 염색을 필요로 할시에는 꼭 명품수선 전문점 과 상의하셔야 합니다.,관련법 및 소비자 분쟁해결기준에 따름,"라프리마/ 상담 1833-9346, 수선문의 1833-9347",,,,,,,,,,
179,[공식]롱샴 르 플리아쥬 오리지널 파우치 34175089001,"135,000원",luxury,파우치,"100% 나일론, 천연가죽(소)",,제조사 : 롱샴 / 수입자 : ㈜롱샴코리아,"프랑스, 루마니아, 모리셔스, 모로코, 중국, 튀니지, 불가리아, 이탈리아 외 국가 (위 국가에서 제조된 상품이 랜덤으로 발송됩니다)",[ 섬유 소재 ] 겉감과 안감을 접착제로 밀착시켜 만든 소재는 시간이 경과함에 따라 습기 등의 영향으로 접착제의 기능이 약화되어 원단의 접착이 떨어지는 현상이 발생할 수 있습니다. 비에 젖은 경우에는 빠르게 수분을 닦아내고 통풍이 잘 되는 곳에서 건조시켜 주십시오. 심하게 젖은 경우엔 동그랗게 색이 착색되는 경우가 있으므로 주의하여 주십시오. 직물 소재의 특성상 사용함에 따라 모서리 및 표면이 마모될 수 있습니다. 천 소재의 가방은 물세탁 및 드라이크리닝을 금하고 있으니 유의하여 사용 바랍니다. 사용하면서 발생하는 제품 오염의 세탁 서비스는 대행해 드리지 않습니다.,"[ 품질보증 기준 ] 롱샴 제품의 품질 보증서를 소지하신 고객에 한해, 구매일 기준 6개월 이내에 상품의 불량이 확인된 경우 무상으로 수선해 드립니다. 단, 고객 부주의에 의한 수선은 품질보증 기간에 상관없이 유상으로 진행되며, 수선 의뢰 시 제품 구매 카드를 반드시 지참하여 해당 구입처로 문의하시기 바랍니다. (면세 상품의 경우, 교환은 불가하며 $600 이상의 상품의 세관에 유치를 통해서만 반품이 가능합니다.) 상품에 동봉되는 품질 보증서 또는 공정거래위원회 고시 소비자 분쟁 해결 기준에 따릅니다. 공정거래위원회 고시 소비자 분쟁 해결기준은 품질 보증서에 우선하여 진행합니다. 분쟁이 발생할 경우 관련법 및 소비자 분쟁 해결 기준에 따릅니다.",㈜롱샴코리아 02-725-1505,블랙,17 x 11 x 5.5cm (밑변 x 높이 x 폭),,,,,,,,
180,[잭슨] 남성 레더 나일론 스니커즈,"1,320,000원",luxury,,,상품상세설명 참조,제조자 : TOM FORD DISTRIBUTION S.R.L. [수입자 - 톰포드리테일코리아],이태리,상품상세설명 참조,"품질보증기준: A/S 보증기간 1년 (상품 이상 시 무상수선, 고객의 부주의로 판단되는 경우 유상수선)",톰포드리테일코리아 (02-6205-2322),상품상세설명 참조,,상품상세설명 참조,,,,,,,
181,AMI H21K203 018 265 아미 드 꾀흐 하트 인타르시아 남성니트,"479,000원",luxury,,,상세페이지참조,아미/㈜트랜드메카-병행수입,브랜드국-프랑스(FRANCE)(원산지:포르투갈),,상세페이지참조,(주)트랜드메카 고객센터/1599-3735,베이지,,울,상세페이지참조,상세페이지참조,,,,,
182,[MARKDOWN 30% 할인]RELATIVITY 미디엄 백,30%,luxury,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
183,[오피디아] GG 지갑,"760,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
184,마이크로 알렉사,"820,000원",luxury,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
185,[33%추가]마크제이콥스 E- The Shutter_Brown,"870,000원",luxury,가방,소가죽 100%,,코오롱인더스트리(주)FnC부문,베트남,상세페이지참조,품질보증기간은 구입일로부터 1년입니다.,1588-7667,ARGAN OIL,a. 세로 0 cm  b. 가로 0 cm  c. 너비 0 cm  d. 끈높이 0 cm  e. 끈길이 0 cm,,,,,,,,
186,[친구맺고 3% 적립] [30%off][토리버치 공식]머서 엠보스드 나노 크로스바디,"343,000원",luxury,크로스바디,겉감 : 천연가죽(소). 안감 : 나일론 50%. 안감 : 폴리우레탄 50%.,,삼성물산 패션부문,상세설명참조,상세설명참조,상세설명참조,삼성물산 패션부분 1599-0007,상세설명 참조,상세설명 참조,,,,,,,,
187,[오피디아] GG 미니백,"1,430,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
188,[디오니서스] GG 수프림 수퍼 미니 체인 백,"1,410,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
189,[친구 맺고 3%적립] 비세토스 오리지널 3단 지갑,"350,000원",luxury,상품상세설명 참조,COATED CANVAS,8.0 X 10.0 X 3.0 cm,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
190,[친구맺고 3% 적립] [30%off][토리버치 공식]로빈슨 체인 월렛,"350,000원",luxury,지갑,겉감 : 천연가죽(소). 안감 : 폴리우레탄 100%.,상세설명 참조,삼성물산 패션부문,상세설명 참조,상세설명참조,상세설명참조,삼성물산 패션부분 1599-0007,,,,,,,,,,
191,[공식]롱샴 르 플리아쥬 그린 탑핸들백 L1621919001,"180,000원",luxury,가방,"100% 나일론, 천연가죽(소)",,제조사 : 롱샴 / 수입자 : ㈜롱샴코리아,"프랑스, 루마니아, 모리셔스, 모로코, 중국, 튀니지, 불가리아, 이탈리아 외 국가 (위 국가에서 제조된 상품이 랜덤으로 발송됩니다)",[ 섬유 소재 ] 겉감과 안감을 접착제로 밀착시켜 만든 소재는 시간이 경과함에 따라 습기 등의 영향으로 접착제의 기능이 약화되어 원단의 접착이 떨어지는 현상이 발생할 수 있습니다. 비에 젖은 경우에는 빠르게 수분을 닦아내고 통풍이 잘 되는 곳에서 건조시켜 주십시오. 심하게 젖은 경우엔 동그랗게 색이 착색되는 경우가 있으므로 주의하여 주십시오. 직물 소재의 특성상 사용함에 따라 모서리 및 표면이 마모될 수 있습니다. 천 소재의 가방은 물세탁 및 드라이크리닝을 금하고 있으니 유의하여 사용 바랍니다. 사용하면서 발생하는 제품 오염의 세탁 서비스는 대행해 드리지 않습니다.,"[ 품질보증 기준 ] 롱샴 제품의 품질 보증서를 소지하신 고객에 한해, 구매일 기준 6개월 이내에 상품의 불량이 확인된 경우 무상으로 수선해 드립니다. 단, 고객 부주의에 의한 수선은 품질보증 기간에 상관없이 유상으로 진행되며, 수선 의뢰 시 제품 구매 카드를 반드시 지참하여 해당 구입처로 문의하시기 바랍니다. (면세 상품의 경우, 교환은 불가하며 $600 이상의 상품의 세관에 유치를 통해서만 반품이 가능합니다.) 상품에 동봉되는 품질 보증서 또는 공정거래위원회 고시 소비자 분쟁 해결 기준에 따릅니다. 공정거래위원회 고시 소비자 분쟁 해결기준은 품질 보증서에 우선하여 진행합니다. 분쟁이 발생할 경우 관련법 및 소비자 분쟁 해결 기준에 따릅니다.",㈜롱샴코리아 02-725-1505,블랙,23X22X14cm (밑변X높이X폭),,,,,,,,
192,[오피디아] 미디엄 토트백,"3,300,000원",luxury,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
193,[GG 마몽] 카드 케이스,"480,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
194,[친구 맺고 3%적립] [각인서비스] 알파 브라보 서치 백팩,"830,000원",luxury,백팩,상세설명 참조,,쌤소나이트,상세설명 참조,상세설명 참조,공정거래위원회 고시(소비자분쟁해결기준)에 의거하여 보상해 드립니다.,상세설명 참조,BLACK,상세설명 참조,,,,,,,,
195,세르펜티 포에버 마이크로 백,"810,000원",luxury,상품상세설명 참조,상품상세설명 참조,,불가리,이탈리아,"불가리 가방이나 지갑에 물건을 과도하게 수납할 경우, 실루엣이 변형되거나 숄더 스트랩과 잠금장치, 버클 등이 손상될 수 있습니다. 제품을 사용하지 않을 때는 제품의 원래 형태를 유지하기 위해 티슈로 가방 안을 채운 후 제품과 함께 제공된 더스트 백에 넣어 보관하십시오 섬세한 레더에 흔적이나 자국을 남기지 않도록, 체인 또는 특수 핸들은 백 안에 접어 넣으십시오. 거친 질감의 소재는 레더 제품의 표면을 손상시킬 수 있으므로 접촉을 피하고, 화학물질이나 유분기, 메이크업 제품이나 향수에 닿지 않도록 유의하십시오. 레더 제품이 물, 습기 및 극한 온도에 노출되지 않도록 주의를 기울여야 합니다. 제품이 물기에 노출된 경우에는 부드러운 마른 천을 이용하여 문지르는 대신 가볍게 톡톡 두드려 바로 물기를 흡수시키십시오. 얼룩이 생기는 즉시 부드럽고 잘 마른 흰색 천을 이용하여 얼룩을 가볍게 톡톡 두드려 제거하십시오. 가죽이나 텍스타일 소재에 알코올, 용제 또는 얼룩 제거제와 같이 손상을 야기할 수 있는 용액을 사용해서는 안 됩니다. 얼룩이 사라지지 않으면 불가리 부티크 에 방문해주시기 바랍니다. 레더 제품이 변색될 수 있으므로 직사광선이나 인공 조명에 장기간 노출하지 마십시오. 화이트 계열의 레더 제품은 특히 빛에 민감하기 때문에 장시간 빛에 노출되면 누렇게 변색될 수 있습니다. 레더 소재의 제품 표면이 변색될 수 있으므로 페이턴트 레더 제품의 경우 PVC 코팅 표면에 닿지 않도록 유의하십시오. 불가리 자수 장식은 귀금속으로 제작되므로 손상을 야기하는 강한 알코올 또는 용액과의 접촉을 피하십시오.디지털 정품 보증서는 불가리에서 엄격한 품질 표준에 따라 디자인 및 제작한 불가리 정품 가죽 제품임을 인증하는 문서입니다. 정품 보증서는 구매일 및 정품을 인증하는 증거가 되며, 전 세계 모든 지역에서 제조상의 결함과 관련하여 2년간의 보증이 적용됩니다. 서비스를 받기 위해 방문하시는 경우 가방 또는 액세서리 구매 시 함께 제공된 디지털 정품 보증서를 지참해야 합니다. 스마트폰으로 디지털 정품 보증서에 인쇄된 QR 코드 또는 NFC 코드를 스캔하면 불가리 제품에 대한 세부 정보를 확인할 수 있습니다. 불가리 가죽 제품에는 NFC(근거리무선통신) 태그가 포함되어 있습니다. NFC 태그를 스캔하면 일련 번호, 제품 코드, 정품을 인증하는 디지털 서명 등 정품 및 품질을 보증하는 자세한 정보를 확인할 수 있습니다. 태그는 NFC 장치를 이용하여 판독할 수 있으며, 개인 정보 및 제품 소유자를 판별하는 데이터는 포함되어 있지 않습니다.",상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
196,[친구맺고 3%적립] [공식] 글로브 반다나 스카프 그레이,"280,000원",luxury,머플러/잡화,상품상세설명 참조,상품상세설명 참조,비비안웨스트우드 / 지인터내셔날㈜,상품상세설명 참조,"수분, 직사광선, 이염, 변색, 화기 등 주의(고객센터문의)",관련 법 및 소비자 분쟁해결 규정에 따름,1899-6407,,,,,,,,,,
197,[친구맺고 3% 적립] [30%off][토리버치 공식]맥그로우 바이 폴드 월렛,"210,000원",luxury,지갑,겉감 : 천연가죽(소). 안감 : 폴리에스터 70%. 안감 : 레이온 30%.,상세설명 참조,삼성물산 패션부문,상세설명 참조,상세설명참조,상세설명참조,삼성물산 패션부분 1599-0007,,,,,,,,,,
198,여성 Replica 스니커즈,"654,000원",luxury,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,,,,,,,
199,캐시미어 스카프,"390,000원",luxury,스카프,상세이미지 참조,상세이미지 참조,서도산업(주),중국,반드시 드라이 클리닝 하십시오.세탁방법은 라벨이나 품질 텍 참조바랍니다.,공정거래위원회 고시 소비자 분쟁 해결기준은 품질 보증서에 우선하여 진행합니다.,서도산업(주) 02-796-9103,,,,,,,,,,
200,[공식]롱샴 르 플리아쥬 오리지널 숄더백 L2605089P68,"200,000원",luxury,숄더백,100% 나일론 / 천연가죽(소),,제조사 : 롱샴 / 수입자 : ㈜롱샴코리아,"프랑스, 루마니아, 모리셔스, 모로코, 중국, 튀니지, 불가리아, 이탈리아 외 국가 (위 국가에서 제조된 상품이 랜덤으로 발송됩니다)",[ 섬유 소재 ] 겉감과 안감을 접착제로 밀착시켜 만든 소재는 시간이 경과함에 따라 습기 등의 영향으로 접착제의 기능이 약화되어 원단의 접착이 떨어지는 현상이 발생할 수 있습니다. 비에 젖은 경우에는 빠르게 수분을 닦아내고 통풍이 잘 되는 곳에서 건조시켜 주십시오. 심하게 젖은 경우엔 동그랗게 색이 착색되는 경우가 있으므로 주의하여 주십시오. 직물 소재의 특성상 사용함에 따라 모서리 및 표면이 마모될 수 있습니다. 천 소재의 가방은 물세탁 및 드라이크리닝을 금하고 있으니 유의하여 사용 바랍니다. 사용하면서 발생하는 제품 오염의 세탁 서비스는 대행해 드리지 않습니다.,"[ 품질보증 기준 ] 롱샴 제품의 품질 보증서를 소지하신 고객에 한해, 구매일 기준 6개월 이내에 상품의 불량이 확인된 경우 무상으로 수선해 드립니다. 단, 고객 부주의에 의한 수선은 품질보증 기간에 상관없이 유상으로 진행되며, 수선 의뢰 시 제품 구매 카드를 반드시 지참하여 해당 구입처로 문의하시기 바랍니다. 상품에 동봉되는 품질 보증서 또는 공정거래위원회 고시 소비자 분쟁 해결 기준에 따릅니다. 공정거래위원회 고시 소비자 분쟁 해결기준은 품질 보증서에 우선하여 진행합니다. 분쟁이 발생할 경우 관련법 및 소비자 분쟁 해결 기준에 따릅니다.",㈜롱샴코리아 02-725-1505,네이비,28 x 26.5 x 15.5 (밑변 x 높이 x 폭 / cm),,,,,,,,
