,name,price,type,제품명,"수입품의 경우 생산자, 수입자 및 제조국",식품의 유형,제조업소의 명칭과 소재지,"제조연월일(포장일 또는 생산연도), 유통기한 ","포장단위별 내용물의 용량(중량), 수량",원재료명 및 함량,영양성분,유전자 변형 식품의 경우 표시,소비자 안전을 위한 주의사항,수입식품인 경우 “수입식품안전관리특별법에 따른 수입신고를 필함”의 문구,소비자 상담 관련 전화번호,품명 및 모델명,의료기기법상 허가 신고 번호 및 광고사전심의필 유무,정격전압/소비전력,출시년월,제조사,제조국,제품의 사용목적 및 사용방법,취급시 주의사항,품질보증기준,A/S 책임자,품목 또는 명칭,"포장단위별 내용물의 용량(중량), 수량, 크기",생산자,농수산물의 원산지 표시에 관한 법률에 따른 원산지,"제조연월일(포장일 또는 생산연도), 유통기한",관련법상 표시사항,상품구성,보관방법 또는 취급방법,기능정보,"섭취량, 섭취방법, 섭취시 주의사항 및 부작용 발생 가능성",영양정보,질병의 예방 및 치료를 위한 의약품이 아니라는 내용의 표현,KC 인증 필 유무,에너지소비효율등급,크기,발행자,유효기간,교환권 공급자,이용조건,이용 가능 매장,환불조건 및 방법,소비자상담 관련 전화번호,"크기,무게",주요 사양,"법에 의한 인증, 허가 등을 받았음을 확인할 수 있는 경우 그에 대한 사항",A/S 책임자와 전화번호 또는 소비자상담 관련 전화번호,용량 또는 중량,제품 주요 사양,사용기한 또는 개봉 후 사용기간,사용방법,화장품제조업자 및 화장품책임판매업자,화장품법에 따라 기재·표시하여야 하는 모든 성분,기능성 화장품의 경우 화장품법에 따른 식품의약품안전처 심사필 유무,사용할 때 주의사항,소비자상담관련 전화번호,제품 소재,색상,치수,품목 및 제품명,용도 및 제형,제조연월 및 유통기한,"중량, 용량, 매수","효과,효능",제조국 및 제조사,어린이 보호포장 대상 제품 유무,제품에 사용된 화학물질 명칭,사용상 주의사항,신고번호 또는 승인번호,품명,구성품,주요 소재,배송 설치 비용,제품구성,세탁방법/취급시 주의사항,서비스 제공 사업자,"취소, 중도해약, 해지 조건 및 환불기준","취소, 환불방법",재질,수입식품안전관리특별법에 따른 수입신고,종류,소재,이동통신 가입조건,도서명,저자,출판사,쪽수,출간일,목차 또는 책소개
23,"""100일의 면역력 ""6년근 홍삼정 에버타임 스탠다드 홍삼 스틱 100포 (원통)","37,800원",health,6년근 홍삼정 에버타임 스탠다드,,건강기능식품/홍삼,(주)일화 / 강원도 춘천시 동내면 거두단지2길 55,,10g x 100포,상품상세설명 참조,,해당없음,"의약품(당뇨치료제,혈액항응고제) 복용시 섭취에 주의하십시오. 알레르기 체질이신 분은 섭취전에 원료명을 반드시 확인하시기 바랍니다. 원료 성분에 의한 침전물이 생기는 경우가 있으나 제품의 품질 및 기능에는 이상이 없으니 잘 흔들어 섭취하십시오.",해당없음,070-4477-4007,,,,,,,,,,,,,,,"2022년 4월 이후 상시제조, 제조일로부터 24개월, 유통기한은 상시제조하여 계속 바뀌는 부분으로 자세한사항은 고객센터로 문의부탁드립니다",,,,홍삼 / 면역력 증진·피로개선·혈소판응집억제를 통한 혈액 흐름·기억력개선·항산화에 도움을 줄 수 있음,상품상세설명 참조,상품상세설명 참조,질병의 예방 및 치료를 위한 의약품이 아닙니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"""명품 이뮨 비타민"" 바니스뉴욕 멀티비타민 데일리 에너지 부스트 7개입","38,000원",health,데일리 밸런스 에너지 업 부스트 이뮤니티,,[액상 : 부스트 이뮤니티] 일반식품(혼합음료)/ [정제 : 에너지업] 일반식품(과*채가공품)/ [캡슐 ; 데일리 밸런스] 일반식품(기타 식용유지가공품),㈜ 네추럴웨이 경기도 포천시 군내면 용정경제로 1길 48-60 포천 제 2공장,,[20ml + 250mg + 500mg] x 7EA,"[부스트 이뮤니티]: 정제수, 오렌지농축액(스페인산), 프락토올리고당, 레드자몽농축액(이스라엘산), 변성전분, 무수구연산, 크랜베리농축액, 엘더베리농축액, 아로니아농축액, 복합황금추출물, L-아르지닌, L-글루타민, 혼합제제(L-아르지닌, L-이소로이신, L-로이신, L-발린), 타우린, 글루콘산아연, 복합허브추출물C, 니코틴산아미드, 비타민 B6 염산염, 비타민B1염산염, 비타민 B2 [에너지업]: 블루베리농축분말(덱스트린, 블루베리농축분말(블루베리 농축액:미국산)] 34%, 산화마그네슘, 옥수수전분[옥수수:외국산(러시아, 헝가리, 세르비아 등)], 결정셀룰로스, 비타민C, 건조효모(셀렌 함유/ 미국산), 목화씨유분말(경화유), 비트레드, 판토텐산칼슈므 옥수수 단백추출물 혼합제제(말토덱스트린, 구연산 나트륨, 구연산, 비타민B12) [데일리 발란스]: 아르간오일(모로코산/압착아르간유), d-α-토코페롤, 대두레시틴, 혼합제제(비타민A판미테이트, 피너츠오일, dl-α-토코페롤). 혼합제제 [비타민D3, 가공유지(팜유), dl-α-토코페롤] * 캡슐기제 : 정제수, 혼합제제(변성전분, 카라기난), 글리세린, 안나토색소. 대두, 땅콩 함유",,해당사항 없음,"[부스트 이뮤니티] 이상사례 발생 시 섭취를 중단하고 전문가와 상담하십시오. 임산부, 수유 여성 및 영∙유아∙어린이는 섭취에 주의하시기 바랍니다. 특이체질, 알레르기 체질의 경우 성분을 확인하신 후 섭취하시기 바랍니다. 질병 치료 중이신 경우에는 전문가와 상담 후 섭취하시기 바랍니다. 포장재 변형, 팽창, 손상이 되었거나 내용물이 변질 되었을 경우 섭취하지 마십시오. 제품마다 색상의 차이가 다소 있을 수 있으나, 이는 정상적인 제품이니 안심하고 드셔도 좋습니다. [에너지 업] 이상사례 발생 시 섭취를 중단하고 전문가와 상담하십시오. 임산부, 수유 여성 및 영∙유아∙어린이는 섭취에 주의하시기 바랍니다. 특이체질, 알레르기 체질의 경우 성분을 확인하신 후 섭취하시기 바랍니다. 질병 치료 중이신 경우에는 전문가와 상담 후 섭취하시기 바랍니다. [데일리 밸런스] 이상사례 발생 시 섭취를 중단하고 전문가와 상담하십시오. 임산부, 수유 여성 및 영∙유아∙어린이는 섭취에 주의하시기 바랍니다. 특이체질, 알레르기 체질의 경우 성분을 확인하신 후 섭취하시기 바랍니다. 질병 치료 중이신 경우에는 전문가와 상담 후 섭취하시기 바랍니다. 보관방법: 직사광선을 받지 아니하는 서늘한 곳에서 실온 보관 및 유통하시고, 어린이의 손에 닿지 않도록 주의하시기 바랍니다. 반품 및 교환처: 구입처 및 판매원 소비자상담실: 1644-3456 본 제품은 공정거래위원회 고시 소비자 해결기준에 의거, 교환 또는 보상받을 수 있습니다. ※ 본 제품은 알레르기 발생가능성이 있는 알류 (가금류), 우유, 메밀, 밀, 고등어, 게, 새우, 복숭아, 토마토, 호두, 닭고기, 돼지고기, 쇠고기, 아황산류, 오징어, 조개류(굴, 전복, 홍합 포함), 잣을 사용한 제품과 같은 제조시설에서 제조하고 있습니다. ※ 부정·불량 식품 신고는 국번없이 1399",없음,1644-3456,,,,,,,,,,,,,,,제조연월일 : 2022년 6월 이후/유통기한 : 2023년 11월 29일까지,,,,기능 정보 없음,"섭취 방법) 에너지가 필요할 때, 1일 1회 물과 함께 앰플, 캡슐, 정제를 한번에 같이 섭취하세요. 앰플을 충분히 흔들어 섭취하시고 식사 후 섭취를 권장합니다.  유의사항) 임산부, 수유  여성 및 영·유아 어린이는 섭취에 주의하시기 바랍니다. 특이체질, 알레르기 체질의 경우 성분을 확인하신 후 섭취 하시기 바랍니다. 질병치료 중이신 경우에는 전문가와 상담 후 섭취하시기 바랍니다. 포장재 변형, 팽창, 손상이 되었거나 내용물이 변질 되었을 경우 섭취하지 마시길 바랍니다.","[부스트이뮤니티] : 총 내용량 140ml/ 나트륨 15mg (1%), 탄수화물 29g (9%), 당류 23g (23%), 지방 35g (6%), 트랜스 지방 0g (0%), 포화지방 0g (0%), 콜레스테롤 0mg (0%), 단백질 2g(4%) * 1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다. [에너지업(정제)] 총 내용량 35g/ 나트륨 0mg (0%),탄수화물 2g (1%), 당류 0g (0%), 지방 0g (0%), 트랜스지방 0g (0%), 포화지방 0g (0%), 콜레스테롤 0mg(0%), 단백질 0g (0%) * 1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다. [데일리밸런스(캡슐)] 총 내용량 175g/ 나트륨 0mg (0%), 탄수화물 2g (1%), 당류 0g (0%), 지방 17g (3%), 트랜스지방 0g (0%), 포화지방 0g (0%), 콜레스테롤 0mg(0%), 단백질 0g (0%) * 1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.","""본 제품은 질병의 예방 및  질병 치료를 위한 의약품은 아닙니다.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"""면역력이 필요할때"" 정관장 화애락이너제틱 15g x 60포","78,000원",health,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,,해당사항 없음,상품상세설명 참조,해당없음,상품상세설명 참조,,,,,,,,,,,,,,,제조일자: 2022-06-01 / 유통기간: 2023-12-01,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,[미식선물] [경복궁] 한우곰탕 선물세트 (한우사골 고기곰탕+사골고기 도가니탕+한우사골곰탕4팩),"48,600원",health,경복궁 한우곰탕 선물세트,상품상세설명 참조,식육추출가공품/비살균제품,비젼푸드,"제조일 : 순차출고제품으로 상이함으로 고객센터 문의 바랍니다., 유통기한 : 제조일로부터 1년",상품상세설명 참조,상품상세설명 참조,해당 사항 없음,해당 사항 없음,"1. 본 제품은 냉동식품으로 제품 수령 후 즉시 냉동보관 하시길 바랍니다. 2. 이미 냉동된 바 있으니 해동 후 재냉동 시키지 마시길 바랍니다. 3. 개봉 한 제품은 반드시 밀봉 후 냉장 보관 하시고 가급적 빨리 드시기 바랍니다. 4. 이 제품은 알레르기 유발 물질인 대두, 밀, 돼지고기, 닭고기, 우유, 새우, 게, 오징어, 조개류(바지락, 굴, 홍합)를 사용한 제품과 같은 제조시설에서 제조하고 있습니다. 5. 한우뼈추출액에 들어가는 한우소고기는 추출하는 과정에 사용되므로 제품의 내용물에서 확인되지는 않습니다.  6. 본 제품은 공정거래위원회 고시 소비자 분쟁해결 기준에 의거, 교환 또는 보상 받으실 수 있습니다.  7. 부정· 불량식품 신고는 국번없이 1399",해당 사항 없음,1644-8647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"""원기회복건강보양선물"" 완도전복죽","13,000원",health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(주)카카오,2022년 5월 31일 이전 발급 : 발급일 포함 94일 / 2022년 6월 1일 이후 발급 : 발급일 포함 367일 ※ 주문일 확인 방법 : 선물함 &gt; 사용정보,주식회사 즐거운,상품상세 설명 참조,상품상세설명참조,"구매자취소(청약철회) 가능 기간까지는 구매자가 취소를 요청할수 있으며 실제 결제 금액의 100%가 구매자에게 결제 취소/ 환불 됩니다. 이후에는 수신자가 환불을 요청할수 있으며 실제 결제 금액의 90%가 수신자에게 환불 됩니다.(구매자와 수신자가 동일하다면 원결제 수단으로 결제 취소/ 환불) 선물취소, 환불은 선물함에서 직접 할수 있습니다.",1544-2431 (통화료 발생 / 평일 9시 ~ 19시),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,제주 중문농협 타이벡 감귤 선물세트 3kg (12Brix 이상),"25,800원",health,,,,,,,,,,해당없음,,02-529-0972,,,,,,,,,,,타이벡 감귤 3kg,타이벡 감귤 3kg,중문농협,제주특별자치도 서귀포시,상시수확 및 포장,농산물 해당없음,3kg 1박스,실온 후숙후 실온 보관,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,괴산증평축협 한우선물 1++등급 명품 900g 구이세트 (등심/채끝/안심/차돌박이),"149,000원",health,,,,,,,,,,상품상세설명 참조,,010-2545-7522,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,"괴산증평축협,괴산한우(주)",국내산,"제조일:주문일기준3일이내생산,유통기한:제조일로부터10일",축산법에 따른 등급표기 1++등급/이력관리에 따른 표시유무 제품에 별도표기,상품상세설명 참조,"냉장보관, 제조일로부터 10일 이후 냉동보관",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,[경복궁] 체력 보강 선물세트 (사골고기도가니탕+영양갈비탕+양곰탕),"35,900원",health,상품상세설명 참조,해당 사항 없음,식육추출가공품/비살균제품,상품상세설명 참조,"제조일 : 순차출고제품으로 상이함으로 고객센터 문의 바랍니다., 유통기한 : 제조일로부터 1년",상품상세설명 참조,상품상세설명 참조,해당 사항 없음,해당 사항 없음,"1. 본 제품은 냉동식품으로 제품 수령 후 즉시 냉동보관 하시길 바랍니다. 2. 이미 냉동된 바 있으니 해동 후 재냉동 시키지 마시길 바랍니다. 3. 개봉 한 제품은 반드시 밀봉 후 냉장 보관 하시고 가급적 빨리 드시기 바랍니다. 4. 이 제품은 알레르기 유발 물질인 대두, 밀, 돼지고기, 닭고기, 우유, 새우, 게, 오징어, 조개류(바지락, 굴, 홍합)를 사용한 제품과 같은 제조시설에서 제조하고 있습니다. 5. 한우뼈추출액에 들어가는 한우소고기는 추출하는 과정에 사용되므로 제품의 내용물에서 확인되지는 않습니다.  6. 본 제품은 공정거래위원회 고시 소비자 분쟁해결 기준에 의거, 교환 또는 보상 받으실 수 있습니다.  7. 부정· 불량식품 신고는 국번없이 1399",해당 사항 없음,1644-8647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[병문안 혼합 선물과일] ""건강을 기원하는 마음"" 프리미엄 1호","50,000원",health,,,,,,,,,,상품상세설명 참조,,상품상세설명 참조,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,우리한우 1등급 구이세트1호 900g (등심/채끝/갈비살 각300g),"99,900원",health,,,,,,,,,,상품상세설명 참조,,054-859-6677,,,,,,,,,,,상품상세설명 참조,"900g , 3팩 , 해당없음",우리한우 / 경상북도 안동시 안기동 149,국내산,주문일 기준 3일이내 제조되는 상품/신선식품이므로 빠른 섭취 바랍니다.,축산법에 따른 등급 표시 : 1등급 / 이력관리에 따른 표시유무 제품에 별도표기,등심300g/채끝300g/갈비살300g,수령 후 냉장보관 장기보관시 냉동보관부탁드립니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"""하루 한포 건강습관"" 도라지배즙 100포 배도라지즙 / 국산 도라지,배 함유!","29,900원",health,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,제조연월일 : 정확한 제조연월일을 확인하시려면 고객센터(070-8787-1588)로 문의하시기 바랍니다 / 유통기한 : 제조일로부터 24개월,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"""한팩에 멀티 종합비타민+밀크씨슬+오메가3+루테인+코큐텐"" GNM 올인원 멀티팩 30포","45,900원",health,상품상세설명 참조,,건강기능식품,㈜알피바이오 / 경기도 화성시 마도면 청원산단5길 60,,상품상세설명 참조,상세페이지 참조,,해당사항 없음,상품상세설명 참조,해당사항 없음,자연의품격 1600-8741,,,,,,,,,,,,,,,"입고시마다 제조일자가 달라, 표기가 어려운 점 양해부탁드립니다. 자연의품격 고객센터 1600-8741로 연락주시면 안내해드리겠습니다., 제조일로부터 2년",,,,상세페이지참고,상품상세설명 참조,상세페이지 참조,본 제품은 질병의 예방 및 치료를 위한 의약품이 아닙니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
