,name,price,type,품명 및 모델명,"법에 의한 인증, 허가 등을 받았음을 확인할 수 있는 경우 그에 대한 사항",제조사,제조국,A/S 책임자와 전화번호 또는 소비자상담 관련 전화번호,종류,소재,치수,취급시 주의사항,품질보증기준,A/S 책임자,제품 소재,색상,제품구성,세탁방법/취급시 주의사항,제품명,"수입품의 경우 생산자, 수입자 및 제조국",식품의 유형,제조업소의 명칭과 소재지,"제조연월일(포장일 또는 생산연도), 유통기한 ","포장단위별 내용물의 용량(중량), 수량",원재료명 및 함량,영양성분,유전자 변형 식품의 경우 표시,소비자 안전을 위한 주의사항,수입식품인 경우 “수입식품안전관리특별법에 따른 수입신고를 필함”의 문구,소비자 상담 관련 전화번호,발행자,유효기간,교환권 공급자,이용조건,이용 가능 매장,환불조건 및 방법,소비자상담 관련 전화번호,품목 또는 명칭,"포장단위별 내용물의 용량(중량), 수량, 크기",생산자,농수산물의 원산지 표시에 관한 법률에 따른 원산지,"제조연월일(포장일 또는 생산연도), 유통기한",관련법상 표시사항,상품구성,보관방법 또는 취급방법,크기,제조연월,품목 및 제품명,용도 및 제형,제조연월 및 유통기한,"중량, 용량, 매수","효과,효능",제조국 및 제조사,어린이 보호포장 대상 제품 유무,제품에 사용된 화학물질 명칭,사용상 주의사항,신고번호 또는 승인번호,재질,사용연령 또는 체중범위,출시년월,"취급방법 및 취급시 주의사항, 안전표시 (주의, 경고 등)","크기, 중량",KC 인증 필 유무,정격전압/소비전력,"크기,무게",주요 사양,에너지소비효율등급,냉난방면적,추가설치비용,구성품,수입식품안전관리특별법에 따른 수입신고
178,[본사공식정품] 고비 리버시블 캐시미어 100% 머플러 2종 택1 (+기프트포장),"119,000원",touched,,,고비 코퍼레이션,몽골,,머플러,캐시미어,170x30cm(수술제외),드라이클리닝 권장,소비자보호법 준수,고비코리아 / 1577-4733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,[1+1]신상 스윗 커플 파자마 10종,"49,900원",touched,,,(주)파리즈협력사,중국,,,,상품상세설명 참조,,전자상거래법 및 관련법 준수,파리즈/02-737-3506,상품상세설명 참조,상품상세설명 참조,,손세탁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022.08,,,,,,,,,,,,,,,,,,,,,,,,
180,"""차분한 게으름을 위한 준비"" 데이지 체크 요루면 긴팔 파자마세트 3color,2size","29,900원",touched,,,상품상세설명 참조,상품상세설명 참조,,,,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,
181,[연말선물추천] 케이블 니트 울 블렌드 머플러 (5 color),"159,000원",touched,,,랄프로렌코리아 유한회사,상품상세설명 참조,,머플러,울 나일론,183cm (길이) x 25cm (폭),드라이클리닝,관련 법 및 소비자분쟁해결 규정에 따름,카카오톡 선물하기 고객센터 문의 (1544-2431),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Quokka Dumpling Pouch,"20,000원",touched,Quokka Dumpling Pouch,해당없음,Dinotaeng,China,070-8065-3455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,"[단독 선물포장🎁] ""널 따뜻하게 안아줄"" 허그 체크 머플러 / 여자친구 생일 선물 포장","24,800원",touched,,,얼모스트블루,대한민국,,머플러,acrylic 100%,상품상세설명 참조,제품에 이물질이 묻었을 경우 젖은 헝겊으로 오염부분을 조심히 닦아주세요. 세탁 필요 시 드라이클리닝을 권장 드립니다.,관련 법령에 따름,얼모스트블루 070-8800-7527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,[핸드메이드] '따뜻한 겨울 보내길' 보들 포근 남녀공용 국산 목도리 머플러 40종 택1,"16,900원",touched,,,Jarmonic.Inc 협력업체,상품상세설명 참조,,목도리,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,02-6956-6788(월~금10:00~17:00/점심시간13:00~14:00),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,"""앤 선물박스 증정"" [울랄라X빨강머리앤] 긴팔 페어 파자마 모음","36,900원",touched,,,상품상세설명 참조,상품상세설명 참조,,,,상품상세설명 참조,,전자상거래법률의거,CS담당자 1666-8861,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,
186,집순이를 위한 사계절 파자마세트 (12종 1택),"12,900원",touched,집순이를 위한 사계절 파자마세트 (12종 1택),해당없음,(주)바나나코퍼레이션,중국,070-7649-1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,마이크리스마스쿠키 스노우볼,"29,000원",touched,,,굿앤디자인,중국,,스노우볼,"유리, 물, 레진",구 지름 : 6.5cm 바닥 지름 : 6.6cm 높이 : 8.6cm,"1. 용도 이외에는 사용하지 마십시오 2. 유리 제품이므로 충격 및 급격한 온도 변화에 의한 파손 및 상해에 주의하십시오. 3. 화기, 직사광선 및 고온은 피하십시오. 4. 오염 시 마른 천으로 닦으십시오. 5. 온도나 습도가 높은 곳에서 보관하시면 기포기 생길수 있으니  반드시 상온에 보관하십시오. 6. 어린이의 손이 닿지 않는 곳에 보관하십시오. 7. 제작 공정 상 마감이 일정하지 않거나 유리 표면, 제품 몸체, 바닥면 등에 스크래치나 기포가 발생할 수 있습니다. 8. 워터볼 구조상 굴절로 보는 각도에 따라 내부 수평이 맞지 않아 보일 수 있습니다. 9. 사용자의 부주의로 인한 파손 및 불량은 당사에서 책임지지 않습니다.",본 제품은 공정거래위원회 고시 소비자 분쟁해결기준에 의거 교환 및 보상을 받으실 수 있습니다.,카카오프렌즈 고객센터 1577-6263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,"""안아주오리"" 130cm 애착 대형 인형 바디필로우 촉감 중독","21,900원",touched,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,중국,070-4300-6757 / 데미무드 카톡 채널,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,나이키 NSW FW 신상 클럽 후디 기모 후드2종 택일,"38,500원",touched,,,NIKE,상세참조,,,,상세참조,,관련 법 및 소비자 분쟁해결 규정에 따름,주) 인퓨전프로젝 (1644-1889),상세참조,상세참조,,케어라벨참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상세참조,,,,,,,,,,,,,,,,,,,,,,,,
190,카카오프렌즈 밍크 소프트 담요(75x100)_레인보우춘식,"14,900원",touched,,,상세페이지참조,상세페이지참조,,,,상세페이지참조,,관련법 및 소비자 분쟁해결 기준에 따름,더프렌즈/010-7507-3096,상세페이지참조,상세페이지참조,상세페이지참조,상세페이지참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,카카오프렌즈 밍크 소프트 담요(100x150)_레인보우춘식,"19,900원",touched,,,상세페이지참조,상세페이지참조,,,,상세페이지참조,,관련법 및 소비자 분쟁해결 기준에 따름,더프렌즈/010-7507-3096,상세페이지참조,상세페이지참조,상세페이지참조,상세페이지참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,[당일발송] 리온 귀도리 (3color),"11,900원",touched,,,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,"""집들이/생일선물"" [선물포장/카드] 천연가습기 자연기화식 가습제 정화석+접시","29,900원",touched,,,,,,,,,,,,,,,,,,,,,,,,,,,고객센터 070-7424-7711,,,,,,,,,,,,,,,,,,천연정화석+접시,상품상세설명 참조,본 상품은 해당 물류센터 직발송 상품인 관계로 제조연월일 및 유통기한 정보가 매번 변경되어 정확한 정보제공이 어렵습니다.,상품상세설명 참조,상품상세설명 참조,대한민국 (주)온다숲,비대상,상품상세설명 참조,상품상세설명 참조,안전확인대상 자가검사번호  천연정화석 CB21-13-0885,,,,,,,,,,,,,,
194,프릳츠 콜드브루와 유리잔 듀오 (쇼핑백 포함),"25,000원",touched,,,,,,,,,,,,,,,,프릳츠 콜드브루와 유리잔 듀오,해당사항 없음,액상커피,(주)에스씨아일랜드,"제조일로부터 3개월(본 제품은 입고일에 따라 제조연월일이 상이하므로, 소비자 상담실(02-3275-2047)을 통해 문의주시면 안내해드리겠습니다.)","콜드브루 300ml 1병, 유리잔","자몽종자추출물0.1%, 커피추출액99.9%(고형성분3.0%이상) [실버] 정제수볶은커피:코스타리카60%, 엘살바도르30% [골드] 정제수볶은커피: 인도50%, 엘살바도르30%, 코스타리카20% [딥슬립] 정제수볶은커피:콜롬비아100%","1회 제공량당 함량 : 열량 4.7kcal, 탄수화물 1g(0.3%), 당류 0g, 단백질 0g(0%), 지방 0g, 포화지방 0g(0%), 트랜스지방 0g, 콜레스테롤 0mg(0%), 나트륨 0mg(0%)",해당사항 없음,상품상세설명 참조,해당사항 없음,프릳츠 고객센터 02-3275-2047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,집순이를 위한 보들보들 파자마세트 (8종 1택),"24,900원",touched,집순이를 위한 보들보들 파자마세트 (8종 1택),해당사항없음,핑크바나나,상품상세설명 참조,070-7649-1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
