,name,price,type,제품명,"수입품의 경우 생산자, 수입자 및 제조국",식품의 유형,제조업소의 명칭과 소재지,"제조연월일(포장일 또는 생산연도), 유통기한 ","포장단위별 내용물의 용량(중량), 수량",원재료명 및 함량,영양성분,유전자 변형 식품의 경우 표시,소비자 안전을 위한 주의사항,수입식품인 경우 “수입식품안전관리특별법에 따른 수입신고를 필함”의 문구,소비자 상담 관련 전화번호,품명 및 모델명,재질,구성품,크기,출시년월,제조사,제조국,수입식품안전관리특별법에 따른 수입신고,품질보증기준,A/S 책임자,종류,소재,치수,취급시 주의사항,품목 및 제품명,용도 및 제형,제조연월 및 유통기한,"중량, 용량, 매수","효과,효능",제조국 및 제조사,어린이 보호포장 대상 제품 유무,제품에 사용된 화학물질 명칭,사용상 주의사항,신고번호 또는 승인번호,발행자,유효기간,교환권 공급자,이용조건,이용 가능 매장,환불조건 및 방법,소비자상담 관련 전화번호,품목 또는 명칭,"포장단위별 내용물의 용량(중량), 수량, 크기",생산자,농수산물의 원산지 표시에 관한 법률에 따른 원산지,"제조연월일(포장일 또는 생산연도), 유통기한",관련법상 표시사항,상품구성,보관방법 또는 취급방법,용량 또는 중량,제품 주요 사양,사용기한 또는 개봉 후 사용기간,사용방법,화장품제조업자 및 화장품책임판매업자,화장품법에 따라 기재·표시하여야 하는 모든 성분,기능성 화장품의 경우 화장품법에 따른 식품의약품안전처 심사필 유무,사용할 때 주의사항,소비자상담관련 전화번호,제품 소재,색상,제품구성,세탁방법/취급시 주의사항,"법에 의한 인증, 허가 등을 받았음을 확인할 수 있는 경우 그에 대한 사항",A/S 책임자와 전화번호 또는 소비자상담 관련 전화번호,기능정보,"섭취량, 섭취방법, 섭취시 주의사항 및 부작용 발생 가능성",영양정보,질병의 예방 및 치료를 위한 의약품이 아니라는 내용의 표현,제조연월,KC 인증 필 유무,정격전압/소비전력,"크기,무게",주요 사양,HB21-26-0383,사용연령 또는 체중범위,"취급방법 및 취급시 주의사항, 안전표시 (주의, 경고 등)","크기, 중량",소재/순도/밴드재질,중량,제조자,착용 시 주의사항,보증서 제공 여부,도서명,저자,출판사,쪽수,출간일,목차 또는 책소개
27,'뭘 좋아할지 몰라서 다 준비했어' 털 실내화 슬리퍼 19종 택1 + 더스트백포장,"13,900원",samll_gift,,,,,,,,,,,,,,,,,,JYG 협력업체,중국,,상품상세설명 참조,02-6956-6788(월~금10:00~17:00/점심시간13:00~14:00),,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"[선물추천] ""수제타르트지로 만든"" 겉바속촉 에그타르트 6구박스","19,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,"계란(국산,16.3%),박력분[미국(밀)],휘핑크림[독일(유크림,혼합제제(유단백,전분,유화제,결정셀룰로스,셀룰로스검))],우유,설탕,버터(크림,정제소금),합성향료(바닐라향),과채주스(레몬),제제소금",상품상세설명 참조,해당사항없음,상품상세설명 참조,해당사항없음,01049917731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,[뤂덕인기템] 잔망루피 패브릭 파우치,"12,900원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,
30,[단독] 버츠비 홀리데이 에디션(틴케이스+핸드크림+립밤2종),"12,900원",samll_gift,,,,,,,,,,,,,,,,,,,상품상세설명 참조,,본 상품에 이상이 있을 경우 공정거래위원회고시 소비자분쟁해결기준에 의하여 보상해 드립니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,립밤 각 4.25g x2 + 핸드크림 28.3g x1,모든 피부 타입,"유통기한 미개봉시 3년, 개봉시 1년 이내 사용 권장",상세페이지 참조,제조사: 버츠비인크 / 제조판매업자: 크로락스홍콩리미티드 한국지점,상세페이지 참조,해당없음,"1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점,부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것 2) 상처가 있는 부위 등에는 사용을 자제할 것  3) 보관 및 취급 시의 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것",고객센터: 070-4018-2268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"[추천선물] ""마음을 달래는 진한"" 브라우니 쿠키세트(선물용쇼핑백증정)","13,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,과자류,마더구스 : 경기도 안양시 전파로 24번길 35-37(안양동),"2022.01.12. 본 상품을 수시생산으로 정확한 제조년월일 표기가 어렵습니다. 정확한 제조년월일은 소비자 상담번호  으로 문의바랍니다., 유통기한 : 제조일로부터 45일","420g (20gX21봉), ea",상세기술서참조,상세기술서참조,해당없음,상품상세설명 참조,해당없음,031-441-6265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,"""너는 지금 당충전이 필요해"" 인기 수입과자 럭키박스 8종 선물세트","9,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,과자,각 상품마다 상세페이지에 별도기재,"각 상품마다 상세페이지에 별도기재, 상세페이지에 별도기재 / 입고일기준 다르기에 별도문의바람","각 상품마다 상세페이지에 별도기재, 각 상품마다 상세페이지에 별도기재",각 상품마다 상세페이지에 별도기재,각 상품마다 상세페이지에 별도기재,각 상품마다 상세페이지에 별도기재,상품상세설명 참조,식품위생법에 따른 수입신고를 필함,031-386-5170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,"""고흥 유자를 선물합니다"" 자임 꿀유자차 580g x 2병","13,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,액상차,(주)자임에프앤비 / 경기도 광주시 초월읍 현산로  341-21,상품상세설명 참조,580g x 2병,상품상세설명 참조,상품상세설명 참조,해당사항 없음,상품상세설명 참조,해당사항 없음,031-8027-2088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,"""집순이 선물"" New 춘식이 피규어 유리머그 2종택1 (톡별)","9,900원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,20220302,상품상세설명 참조,상품상세설명 참조,수입식품안전관리특별법에 따른 수입신고를 필함,구매일로부터 1년,(주)에이치앤프렌즈 / 031-754-7701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,"차별화된 크기, ""특대송이"" 코끼리 샤인머스켓 800g이상(1송이/특품)","19,800원",samll_gift,,,,,,,,,,상품 수령시 파손된 부분은 섭취하지 마시고 고객센터(02-6925-2311)로 연락 부탁드립니다.,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,온브릭스,샤인머스켓 : 국내산,제조일자 : 포장전 2일이내 수확 / 유통기한 : 신선식품으로 별도의 유통기한이 없습니다. 빠른섭취 부탁드립니다. 제조일자와 유통기한에 대한 내용은 02-6925-2311로 연락 부탁드립니다.,[농수산물] 유전자 변형 : 해당없음 / 지리적 표시사항 : 해당없음,상품상세설명 참조,신선식품으로 수령 후 냉장보관 부탁드립니다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,"""행운이 깃드는 쿠키"" 고급 임페리얼 데니쉬버터쿠키셀렉션 500g(대용량)","9,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,과자,임페리얼,"입고시기에따라다름, 입고시기에따라다름","500g, 1개",상세페이지참조,상세페이지참조,상세페이지참조,상품상세설명 참조,식품위생법에 따른 수입신고를 필함,031-386-5170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,[선물포장/엽서] 비건 립밤 (18종 중 택1),"11,000원",samll_gift,,,,,,,,,,,,,,,,,,,한국,,"본 상품에 이상이 있을 경우, 공정거래위원회 고시 소비자 분쟁해결 기준에 따라 교환 및 환불을 받을 수 있습니다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9g,모든 피부 타입,발송일로부터 최대 18개월 이내 제조된 상품으로 발송 / 제조일로부터 30개월 / 개봉 후 12개월,상품상세설명 참조,*화장품제조업자 - 주식회사 멜릭서 *화장품책임판매업자 - 코스맥스(주),상품상세설명 참조,상품상세설명 참조,"1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상 이나 부작용이 있는 경우 전문의 등과 상담할 것  2. 상처가 있는 부위 등에는 사용을 자제할 것  3. 보관 및 취급시의 주의사항  가. 어린이의 손이 닿지 않는 곳에 보관할 것 나. 직사광선을 피해서 보관할 것",02-6953-7373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,"""🎁 행운선물 🎁"" 비타500데일리스틱 30포 + 10포 추가 + 선물엽서 + 쇼핑백 증정","9,900원",samll_gift,상품상세설명 참조,,건강기능식품,이앤에스(주) / 경기도 안성시 공단1로 77,,2g * 30포,상품 상세정보 참고,,해당없음,상품상세설명 참조,해당없음,080-022-9875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,최근제조 상품으로 발송,,,,,,,,,,,,,,,,,,,상품 상세정보 참고,상품 상세정보 참고,상품 상세정보 참고,본 상품은 질병의 예방 및 치료를 위한 의약품이 아닙니다.,,,,,,,,,,,,,,,,,,,,
39,시그니쳐 수제초콜렛 선물세트 15입 (톡별),"19,800원",samll_gift,상품상세설명 참조,상품상세설명 참조,상세페이지 참조,상세페이지 참조,상세페이지 참조,"상세페이지 참조, 상세페이지 참조",상세페이지 참조,상세페이지 참조,상세페이지 참조,상품상세설명 참조,상세페이지 참조,상세페이지 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,"""행복당충전"" 디디얌 인기최고 뚱카롱(마카롱) 6구세트","15,200원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,"""생일 축하해"" [선물하기 단독] 딥퍼랑스 퍼퓸 핸드크림 & 립밤 듀오","19,900원",samll_gift,,,,,,,,,,,,,,,,,,,상품상세설명 참조,,품질보증기준에 의거합니다(7일이내),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,립밤 4.2g 핸드크림 30ml,모든피부,최근제조  (제조일로부터 개봉전 30개월 / 개봉후 1년 이내 사용권장),상품상세설명 참조,(주)티에스코스,상품상세설명 참조,해당없음,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것 1) 사용 중 붉은반점, 부어오름, 가려움증, 자극 등의 이상이 있는 경우 2) 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우 2. 상처가 있는 부위, 습진 및 피부염 등의 이상이 있는 부위에는 사용을 하지 말 것 3. 보관 및 취급시의 주의사항 1) 사용 후에는 반드시 마개를 닫아둘 것 2) 유아소아의 손이 닿지 않는 곳에 보관할 것 3) 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것",02-466-3257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,"""당충전 선물"" 사랑한""당"" 우체통 초콜릿 과자 달콤 선물세트(톡별)","12,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상세페이지 참조,상세페이지 참조,"본 상품은 상시제조 상품인 관계로 제조연월/유통기한 정보 제공이 어렵습니다.(tel. 02-2201-9748)으로 연락시, 정보확인 가능합니다., 본 상품은 상시제조 상품인 관계로 제조연월/유통기한 정보 제공이 어렵습니다.(tel. 02-2201-9748)으로 연락시, 정보확인 가능합니다.","상세페이지 참조, 상세페이지 참조",상세페이지 참조,상세페이지 참조,해당없음,상품상세설명 참조,식품위생법에 따른 수입신고를 필함,02-2201-9748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,"22년 첫 출하 달콤한 ""제주 타이벡 감귤 1.5kg (로얄과/12Brix이상)","12,900원",samll_gift,,,,,,,,,,신선식품 특성상 빠른 섭취 부탁드립니다.,,010-8446-0443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,타이벡감귤,1.5kg,하귀농협 / 한섬누리,국내산,상시수확중,해당사항없음,1.5kg,냉장보관,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,"""맛있는 비타민 젤리"" 엔젯오리진 비타민 구미 모음전 3종 택1(귤젤리/엘더베리/비타민B 콤플렉스)","12,900원",samll_gift,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"정확한 유통기한을 확인하시려면 생산자(1661-8143)에게 문의하시기 바랍니다. 제조일로부터 귤젤리 24개월, 엘더베리 18개월, 비타민B구미 24개월입니다.",,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,
45,"[추천선물] ""면역력과 피로개선"" 6년근 홍삼정 에버타임 스탠다드 홍삼 스틱 30포 (원통)","18,900원",samll_gift,6년근 홍삼정 에버타임 스탠다드,,건강기능식품/홍삼,(주)일화 / 강원도 춘천시 동내면 거두단지2길 55,,10g x 30포,상품상세설명 참조,,해당사항 없음,"의약품(당뇨치료제,혈액항응고제) 복용시 섭취에 주의하십시오. 알레르기 체질이신 분은 섭취전에 원료명을 반드시 확인하시기 바랍니다. 원료 성분에 의한 침전물이 생기는 경우가 있으나 제품의 품질 및 기능에는 이상이 없으니 잘 흔들어 섭취하십시오.",해당사항 없음,070-4477-4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2022년 4월 이후 상시제조, 제조일로부터 24개월, 유통기한은 상시제조하여 계속 바뀌는 부분으로 자세한사항은 고객센터로 문의부탁드립니다",,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,질병의 예방 및 치료를 위한 의약품이 아닙니다.,,,,,,,,,,,,,,,,,,,,
46,우주 비행사 냥 LED 무드등,"15,900원",samll_gift,,,,,,,,,,,,,우주 비행사 냥 LED 무드등,,,,,병행수입,중국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당없음,032 555 9639,,,,,,,,,,,,,,,,,,,,,,,,
47,"""벨기에 초콜릿"" 파베 수제 생초콜릿 (밀크/다크)","16,900원",samll_gift,"밀크 파베 초콜릿, 다크 파베 초콜릿",상품상세설명 참조,초콜릿 가공품 (가열하지 않고 섭취하는 냉동식품),상품상세설명 참조,"본 상품은 상시제조 상품으로 정확한 제조연원일 정보 제공이 어렵습니다. 단, 주문일로부터 2개월 이내에 제조된 상품으로 배송됩니다. 유통기한은 제조일로부터 1년이내로 뒷면 별도표시 / 해동후 냉장상태로 2~3일까지 보관가능하며, 제품의 신선도를 위하여 가급적 빨리 드시길 권장합니다.",1박스(20pcs) 130g,상품상세설명 참조,상품상세설명 참조,해당사항 없음,보관방법 : -18℃이하에서 냉동보관 반품및교환 : 구입처 및 판매원 이 제품은 공정거래위원회고시 소비자분쟁해결기준에 의거 교환 또는 보상받을 수 있습니다. 차가울때 드셔야 쫀득한 식감을 맛보실수 있습니다 부정/불량식품 신고는 국번없이 1399,해당사항 없음,1544-5891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,"""먹방 꿈나무"" New 춘식이 손잡이 앞접시 2P세트 (톡별)","14,800원",samll_gift,,,,,,,,,,,,,춘식이 핸들플레이트 2P세트,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,식품위생법에 따른 수입신고를 필함,구매일로부터 1년,(주)에이치앤프렌즈 031-754-7701 (업무시간 10:00~17:00),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,"""귀여운 생일선물"" 해피 더블 텀블러 350ml (2color)","7,900원",samll_gift,,,,,,,,,,,,,해피 더블 텀블러 (350ml),"PP, 실리콘",텀블러 1EA,상세페이지 참조,20220513,생활의쓰임,대한민국,해당없음,관련법 및 소비자분쟁해결기준에 따름,쓰임고객센터 / 070-8709-8904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,"""가벼운선물"" 나드 핸드크림 2개 + 립밤 2개 + 쇼핑백 증정","12,000원",samll_gift,,,,,,,,,,,,,,,,,,,한국,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,핸드크림 50ml*2 / 립밤 10ml*2,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,서울화장품,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,1899-9811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,"""소장하고 싶은 선물"" 피터래빗 데니쉬 버터쿠키 454g","9,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,과자,제조사: Kelsen Group A/S / 수입원: (주)유앤아이엔젤스 / 제조국: 덴마크,"유통기한 12개월 이내 상시제조, 2023.08.28","454g, 1개",제품 상세 참고,제품 상세 참고,해당 사항 없음,상품상세설명 참조,식품위생법에 따른 수입신고를 필함,070-4155-9720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,"""예쁨 뿜뿜"" 퓨어 석류콜라겐 골드스틱 12gX30포","19,800원",samll_gift,퓨어 석류콜라겐 골드 스틱,해당없음,액상차,고려인삼(주)_강원도 원주시 문막읍 문막공단길 226,제조일로부터 24개월/ 상시제조 제품으로 정확한 제조연월일을 확인하시려면 생산자(033-731-5760)에게 문의하시기 바랍니다.,12g*30포,상세페이지 참조,해당사항 없음,해당사항 없음,상품상세설명 참조,해당사항 없음,033-731-5760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,"""홈카페선물"" 벨루 곰돌이 세트(내열 머그컵2+우드소서2+우드스푼2+엽서+선물포장)외 2종","19,900원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,22년 4월 이후,"제이블룸, 협력업체",중국,수입식품안전관리 특별법에 따른 수입신고를 필함,제품에 이상이 있을경우 공정거래위원회 고시 '소비자분쟁해결 기준'에 의해 보상해드립니다.,제이블룸 1644-4715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,"달콤하고 부드러운 ""장인의 맛"" 벨라플레이트 쇼콜라 롤케이크 400g","14,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,빵류,옐로우팩토리,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,해당사항 없음,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,[토닥토닥 마음선물] 해-삐! 상큼한 딸기가 그대로 쏙! 잔망루피 딸기크림떡,"16,400원",samll_gift,상품상세설명 참조,해당없음,가공식품(떡류),참조은에스에프 / 충청남도 공주시 정안면 정안농공단지길 32-53,"별도 제조일자 표기 불가, 유통기한은 제조일로부터 최대 9개월(냉동)이며 정확한 제조연월일을 확인하시려면 생산자(02-597-5032)에게 문의하시기 바랍니다",상품상세설명 참조,상품상세설명 참조,해당없음,해당없음,상품상세설명 참조,해당없음,02-597-5032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
